1,1,3804,1790,98,76,1,-1,-1,-1
1,2,2250,1978,88,74,1,-1,-1,-1
1,3,1326,2624,78,60,1,-1,-1,-1
1,4,1488,1904,82,88,1,-1,-1,-1
2,1,3804,1790,94,76,1,-1,-1,-1
2,2,2256,1978,84,74,1,-1,-1,-1
2,3,1326,2626,82,58,1,-1,-1,-1
2,4,1494,1924,66,90,1,-1,-1,-1
3,1,3806,1796,98,68,1,-1,-1,-1
3,2,2258,1984,78,74,1,-1,-1,-1
3,3,1342,2632,78,46,1,-1,-1,-1
3,4,1490,1976,58,76,1,-1,-1,-1
4,1,3806,1796,104,70,1,-1,-1,-1
4,2,2260,1982,74,80,1,-1,-1,-1
4,3,1368,2626,74,60,1,-1,-1,-1
4,4,1488,2008,58,88,1,-1,-1,-1
5,1,3830,1796,86,60,1,-1,-1,-1
5,2,2260,1982,74,82,1,-1,-1,-1
5,3,1368,2632,74,68,1,-1,-1,-1
5,4,1488,2048,56,88,1,-1,-1,-1
6,1,3834,1794,92,62,1,-1,-1,-1
6,2,2260,1982,78,82,1,-1,-1,-1
6,3,1366,2632,74,74,1,-1,-1,-1
6,4,1490,2068,62,86,1,-1,-1,-1
7,1,3844,1776,92,74,1,-1,-1,-1
7,2,2260,1982,78,84,1,-1,-1,-1
7,3,1370,2630,52,80,1,-1,-1,-1
7,4,1496,2112,64,80,1,-1,-1,-1
8,1,3850,1760,78,92,1,-1,-1,-1
8,2,2260,1982,78,90,1,-1,-1,-1
8,3,1360,2630,62,76,1,-1,-1,-1
8,4,1500,2136,92,80,1,-1,-1,-1
9,1,3852,1764,72,78,1,-1,-1,-1
9,2,2260,1982,74,84,1,-1,-1,-1
9,3,1356,2632,66,76,1,-1,-1,-1
9,4,1524,2136,76,88,1,-1,-1,-1
10,1,3852,1756,74,84,1,-1,-1,-1
10,2,2260,1982,74,84,1,-1,-1,-1
10,3,1348,2632,74,70,1,-1,-1,-1
10,4,1528,2168,84,80,1,-1,-1,-1
11,1,3864,1728,64,80,1,-1,-1,-1
11,2,2276,1982,72,94,1,-1,-1,-1
11,3,1332,2630,72,62,1,-1,-1,-1
11,4,1554,2208,66,76,1,-1,-1,-1
12,1,3872,1696,56,96,1,-1,-1,-1
12,2,2284,1994,92,62,1,-1,-1,-1
12,3,1340,2640,72,46,1,-1,-1,-1
12,4,1534,2248,78,72,1,-1,-1,-1
13,1,3860,1682,68,90,1,-1,-1,-1
13,2,2316,2000,82,54,1,-1,-1,-1
